countryyearcode,INVPRIMARYTEACHERS,PRIMARYTEACHERS,INVLOWERTEACHERS,LOWERTEACHERS,INVUPPERTEACHERS,
CHL2009,0.046287253,21.6042202,0.044667122,22.38783161,0.037377857,26.75380775
CHL2010,0.044315954,22.56523714,0.042166775,23.71535398,0.040697083,24.57178546
CHL2011,0.047058848,21.24998916,0.044762638,22.34005973,0.042126686,23.73792217
CHL2012,0.048794202,20.49423832,0.046829637,21.3539985,0.043637716,22.9159564
CHL2013,0.051961198,19.24512963,0.049748163,20.10124461,0.046331863,21.58341875
CHL2014,0.0541223,18.47667215,0.053267192,18.77328158,0.048733052,20.51995449
CHL2015,0.054786118,18.25279917,0.054896385,18.21613583,0.051148583,19.55088371
CHL2016,0.056095577,17.82671728,,,,
CHL2017,0.05700378,17.54269618,0.056024415,17.84936094,0.055160915,18.12877841
CHL2018,0.058418691,17.11780898,0.056163839,17.80505071,0.057153482,17.49674686
CHL2019,0.060437902,16.54590844,0.057985221,17.24577364,0.059515225,16.80242316
CHL2020,0.059506997,16.80474646,0.057262931,17.46330444,0.059021065,16.94310342
CHL2021,,,,,,
CHL2022,,,,,,
CHN1980,0.040270759,24.83191367,,,,
CHN1981,0.04179724,23.92502455,,,,
CHN1982,0.043119228,23.19150983,,,,
CHN1983,0.043643651,22.91284035,,,,
CHN1984,0.044580109,22.43152878,,,,
CHN1985,0.046219731,21.63578144,,,,
CHN1986,0.048854422,20.46897616,,,,
CHN1987,0.051805765,19.3028711,,,,
CHN1988,0.054228316,18.44055063,,,,
CHN1989,0.05638063,17.7365879,,,,
CHN1990,0.057148567,17.49825156,,,,
CHN1991,0.056712996,17.63264282,,,,
CHN1992,0.055360746,18.06334038,,,,
CHN1993,0.053618291,18.65035212,,,,
CHN1994,0.051373761,19.46518968,,,,
CHN1995,0.048909103,20.44609151,0.046778458,21.37736112,,
CHN1996,0.04639116,21.55583074,0.048145481,20.77038134,0.021187744,47.197097
CHN1997,0.044448502,22.49794623,0.048189044,20.75160471,0.02218633,45.07280026
CHN1998,0.043784574,22.83909413,,,,
CHN1999,,,0.046249139,21.6220243,,
CHN2000,,,0.044302973,22.57184839,0.023970146,41.71856118
CHN2001,0.050591279,19.76625271,0.042381177,23.5953806,0.018557104,53.88771817
CHN2002,,,0.043257307,23.11748147,0.01840905,54.32110871
CHN2003,0.058126451,17.2038716,0.043331466,23.07791781,0.022855395,43.75334611
CHN2004,,,,,,
CHN2005,,,,,,
CHN2006,0.055332966,18.07240899,0.058254329,17.16610627,0.026718627,37.42707225
CHN2007,0.056954456,17.5578886,0.06232691,16.04443412,0.034800557,28.73517226
CHN2008,0.057388309,17.42515181,0.064784297,15.43583942,0.039847509,25.09567191
CHN2009,0.058090307,17.21457604,0.065873268,15.18066483,0.044264117,22.59166265
CHN2010,0.058754251,17.02004521,0.067281184,14.86299643,0.047442291,21.07823994
CHN2011,0.058997263,16.94993878,0.068156578,14.67209817,0.049708561,20.11725904
CHN2012,0.059227708,16.88398949,0.069432412,14.40249553,0.052597288,19.01238701
CHN2013,0.059076756,16.92713129,0.069410374,14.40706839,0.048413199,20.6555243
CHN2014,0.059021415,16.94300278,0.069908613,14.30438897,0.049416178,20.23628784
CHN2015,0.059111422,16.91720414,0.070976031,14.0892634,0.050617108,19.75616637
CHN2016,0.059193775,16.89366841,0.071312427,14.02280135,0.051667447,19.35454626
CHN2017,0.059904676,16.6931878,0.072136045,13.8626952,0.053147565,18.8155374
CHN2018,0.061011913,16.39024157,0.073324485,13.63800913,0.054682456,18.28740096
CHN2019,0.062175784,16.08343212,0.074917914,13.34794247,0.055743821,17.93920814
CHN2020,0.06337784,15.7783857,0.076650642,13.04620518,0.056224053,17.78598223
CHN2021,0.064594759,15.4811321,0.078509617,12.7372931,0.058917639,16.97284573
CHN2022,,,,,,
HKG1980,0.037334586,26.78481574,,,,
HKG1981,0.036710711,27.24000669,,,,
HKG1982,0.036178421,27.64078594,,,,
HKG1983,0.038924223,25.69094285,,,,
HKG1984,0.038747463,25.80814163,,,,
HKG1985,0.038933414,25.68487845,,,,
HKG1986,0.038372928,26.06003917,,,,
HKG1987,0.038732845,25.81788131,,,,
HKG1988,0.039594951,25.25574522,,,,
HKG1989,0.040215152,24.86624943,,,,
HKG1990,,,,,,
HKG1991,0.039916804,25.05210575,,,,
HKG1992,0.039484534,25.32637238,,,,
HKG1993,0.03832582,26.09207025,,,,
HKG1994,0.03913839,25.55036084,,,,
HKG1995,,,,,,
HKG1996,0.041498668,24.0971588,,,,
HKG1997,,,,,,
HKG1998,0.045274497,22.08749005,,,,
HKG1999,,,,,,
HKG2000,,,,,,
HKG2001,,,0.052499951,19.04763666,,
HKG2002,,,0.054391696,18.38515926,,
HKG2003,,,0.055703165,17.95230126,,
HKG2004,,,0.056489853,17.70229427,,
HKG2005,,,0.056077803,17.83236755,,
HKG2006,,,,,,
HKG2007,,,,,,
HKG2008,,,,,,
HKG2009,,,,,,
HKG2010,,,,,,
HKG2011,,,,,,
HKG2012,0.071994036,13.89003938,,,,
HKG2013,0.076107605,13.13929132,,,,
HKG2014,0.078930242,12.66941513,,,,
HKG2015,0.080678469,12.39488064,,,,
HKG2016,0.079079755,12.64546147,,,,
HKG2017,0.078265256,12.7770616,,,,
HKG2018,0.081374456,12.28886861,,,,
HKG2019,0.082859799,12.06857864,,,,
HKG2020,0.083795257,11.93384962,,,,
HKG2021,0.082880003,12.06563667,,,,
HKG2022,,,,,,
MAC1980,,,,,,
MAC1981,,,,,,
MAC1982,,,,,,
MAC1983,,,,,,
MAC1984,,,,,,
MAC1985,,,,,,
MAC1986,,,,,,
MAC1987,,,,,,
MAC1988,,,,,,
MAC1989,,,,,,
MAC1990,,,,,,
MAC1991,,,,,,
MAC1992,,,,,,
MAC1993,,,,,,
MAC1994,,,,,,
MAC1995,,,,,,
MAC1996,,,,,,
MAC1997,,,,,,
MAC1998,,,,,,
MAC1999,0.032948749,30.35016611,0.040424644,24.73738532,0.028033836,35.67117988
MAC2000,0.034746229,28.78010139,0.040778983,24.5224359,0.027789109,35.9853211
MAC2001,0.036251264,27.58524489,0.041274646,24.22794846,0.029259897,34.17647059
MAC2002,0.03749246,26.6720297,0.040308515,24.80865385,0.030615312,32.66339411
MAC2003,0.038985178,25.65077399,0.039579845,25.26538462,0.029418678,33.99201065
MAC2004,0.041316456,24.20343137,0.043690065,22.88849868,0.031477086,31.76914153
MAC2005,0.04301104,23.24984462,0.04468219,22.38028169,0.032980513,30.32093518
MAC2006,0.045868437,21.80148423,0.045910872,21.78133333,0.035805004,27.92905734
MAC2007,0.04912856,20.35475896,0.049778809,20.08886972,0.037033122,27.00285442
MAC2008,0.054490315,18.3518851,0.053001277,18.86746988,0.037133241,26.93004926
MAC2009,0.055516637,18.0126183,0.058360847,17.13477537,0.042212687,23.68956044
MAC2010,0.059107946,16.91819911,0.062968904,15.88085456,0.046997605,21.27768014
MAC2011,0.063751045,15.68601748,0.068116423,14.68074736,0.056951424,17.55882353
MAC2012,0.067047969,14.91469489,0.067961735,14.71416235,0.060736929,16.46444781
MAC2013,0.069437904,14.40135635,0.074355751,13.44885883,0.067470806,14.82122507
MAC2014,0.071084799,14.06770521,0.082636197,12.10123457,0.071671662,13.95251595
MAC2015,0.070539079,14.17653891,0.089690107,11.14950166,0.077437235,12.91368421
MAC2016,0.073277517,13.64675052,0.0996724,10.03286771,0.087225761,11.46450304
MAC2017,0.075079359,13.3192399,0.100348966,9.965224767,0.097354699,10.27171783
MAC2018,0.074385942,13.44340045,0.104363208,9.581920904,0.102883219,9.719758065
MAC2019,0.074830992,13.36344713,0.09941898,10.05844156,0.108658235,9.203168044
MAC2020,0.074234276,13.47086614,0.102114294,9.792948237,0.109489627,9.133285303
MAC2021,0.072642288,13.7660863,0.098485951,10.15373245,0.112372935,8.898939929
MAC2022,,,,,,
COL1980,0.03955058,25.28407916,,,,
COL1981,0.039928887,25.0445248,,,,
COL1982,0.037874208,26.40319263,,,,
COL1983,0.037869416,26.40653344,,,,
COL1984,0.037423073,26.72148253,,,,
COL1985,0.035896792,27.85764255,,,,
COL1986,0.035992733,27.7833863,,,,
COL1987,0.035999513,27.77815332,,,,
COL1988,0.035878156,27.87211229,,,,
COL1989,0.035876579,27.87333755,,,,
COL1990,0.035933155,27.8294513,,,,
COL1991,0.035878465,27.87187223,,,,
COL1992,0.040326064,24.79785774,,,,
COL1993,0.040911806,24.44282249,,,,
COL1994,0.043966407,22.74463777,,,,
COL1995,0.045942402,21.76638484,,,,
COL1996,0.046757089,21.38713121,,,,
COL1997,,,,,,
COL1998,0.051884412,19.27361156,,,,
COL1999,0.049806347,20.07776242,,,,
COL2000,0.045131594,22.15742702,,,,
COL2001,0.044681547,22.38060375,,,,
COL2002,0.043681405,22.89303661,0.039134858,25.55266688,0.028443751,35.15710653
COL2003,,,,,,
COL2004,0.042781265,23.37471764,0.035093848,28.49502253,0.025780261,38.78936716
COL2005,0.042868972,23.32689488,,,,
COL2006,0.043440832,23.01981694,,,,
COL2007,0.041718683,23.97007574,0.034453884,29.02430378,0.037180674,26.89569341
COL2008,0.04206253,23.77412878,,,,
COL2009,0.042505224,23.52652014,0.035174578,28.42962345,0.036856162,27.1325047
COL2010,0.042772357,23.37958619,0.035423929,28.22950552,0.036935443,27.07426544
COL2011,0.042665327,23.43823579,0.040697331,24.5716362,0.034942596,28.61836574
COL2012,0.045895967,21.78840679,0.039207252,25.50548588,0.034328942,29.12993979
COL2013,0.046538148,21.48774819,0.039242901,25.4823156,0.034652337,28.85808225
COL2014,0.047163322,21.20291699,0.03933461,25.42290335,0.035785641,27.9441691
COL2015,0.047539138,21.03529934,0.038561353,25.93269988,0.030258917,33.04810923
COL2016,0.047797244,20.92170852,0.03923582,25.48691444,0.030522476,32.76274179
COL2017,0.048719007,20.52586992,0.039447373,25.35023059,0.031723992,31.5218841
COL2018,,,,,,
COL2019,0.049379623,20.25126831,0.041188269,24.27875765,0.033761224,29.61977926
COL2020,0.047407986,21.09349248,0.039504411,25.31362906,0.038088844,26.25440651
COL2021,0.048571388,20.58825263,0.040227521,24.85860387,0.039862962,25.0859433
COL2022,,,,,,
COM1980,,,,,,
COM1981,0.025457626,39.28095975,,,,
COM1982,,,,,,
COM1983,0.029955539,33.38280767,,,,
COM1984,0.028891965,34.61169882,,,,
COM1985,0.034840105,28.70255383,,,,
COM1986,0.03217562,31.07943188,,,,
COM1987,0.029592772,33.7920354,,,,
COM1988,0.028037678,35.6662915,,,,
COM1989,0.026780834,37.34013605,,,,
COM1990,0.027748164,36.03842105,,,,
COM1991,0.028070126,35.62506266,,,,
COM1992,0.026742725,37.39334741,,,,
COM1993,0.02408115,41.52625635,,,,
COM1994,0.022802757,43.85434657,,,,
COM1995,,,,,,
COM1996,0.018649518,53.62068966,,,,
COM1997,,,,,,
COM1998,,,,,,
COM1999,0.026730884,37.4099118,,,,
COM2000,0.028011885,35.69913249,,,,
COM2001,,,,,,
COM2002,0.028568667,35.00338346,0.02831608,35.31562302,0.027091103,36.91248771
COM2003,0.030769556,32.49965612,0.035063064,28.52004008,0.036351859,27.50890948
COM2004,0.030920744,32.34074823,0.031111265,32.1426985,0.033049928,30.25725191
COM2005,,,,,,
COM2006,,,,,,
COM2007,,,,,,
COM2008,0.036029606,27.75495251,,,,
COM2009,,,,,,
COM2010,,,,,,
COM2011,0.038932394,25.68555106,0.03537227,28.27073278,,
COM2012,,,,,,
COM2013,0.038489625,25.9810273,0.061830136,16.17334304,0.079063747,12.64802183
COM2014,,,0.063454621,15.75929368,0.081588494,12.25663027
COM2015,,,,,,
COM2016,0.03021537,33.09573879,,,,
COM2017,0.052613919,19.00637735,0.103190956,9.690771722,0.105492028,9.479389313
COM2018,0.035464856,28.19692864,0.075526764,13.24033947,0.065853707,15.18517407
COM2019,,,,,,
COM2020,,,,,,
COM2021,,,,,,
COM2022,,,,,,
COG1980,0.023028217,43.42498541,,,,
COG1981,0.023379598,42.7723351,,,,
COG1982,0.022029677,45.39331142,,,,
COG1983,0.022319335,44.80420248,,,,
COG1984,0.022993959,43.48968346,,,,
COG1985,0.021557669,46.3872036,,,,
COG1986,0.021487447,46.53879923,,,,
COG1987,0.021069085,47.46290611,,,,
COG1988,0.019513951,51.24538969,,,,
COG1989,0.020185777,49.53983202,,,,
COG1990,0.019249378,51.94973164,,,,
COG1991,0.018772109,53.27051993,,,,
COG1992,0.018947512,52.77737835,,,,
COG1993,0.017700573,56.49534727,,,,
COG1994,0.016134357,61.97953853,,,,
COG1995,0.014484834,69.03772389,,,,
COG1996,0.015389222,64.98054418,0.017413918,57.42532959,0.01377989,72.56952082
COG1997,0.015098914,66.22992701,,,,
COG1998,0.01442735,69.31279904,,,,
COG1999,0.0095299,104.9328904,,,,
COG2000,0.014298254,69.93861043,,,,
COG2001,0.017018077,58.76104513,,,,
COG2002,0.018429889,54.25968743,,,,
COG2003,0.015031147,66.52852392,,,,
COG2004,0.013202864,75.7411448,0.013044471,76.66083313,0.012986473,77.00320399
COG2005,,,,,,
COG2006,0.019843333,50.39476021,,,,
COG2007,0.01815372,55.0851284,,,,
COG2008,0.020031922,49.92032333,,,,
COG2009,0.016676257,59.96549411,,,,
COG2010,0.022211557,45.0216073,,,,
COG2011,0.023194982,43.11277368,,,,
COG2012,0.023995331,41.67477461,0.032361647,30.90077557,0.02188155,45.70060092
COG2013,,,,,,
COG2014,,,,,,
COG2015,0.023313454,42.89368771,,,,
COG2016,,,,,,
COG2017,,,,,,
COG2018,0.033300923,30.02919734,0.04124442,24.24570393,0.021080952,47.43618814
COG2019,,,,,,
COG2020,,,,,,
COG2021,,,,,,
COG2022,,,,,,
COK1980,,,,,,
COK1981,,,,,,
COK1982,,,,,,
COK1983,,,,,,
COK1984,,,,,,
COK1985,,,,,,
COK1986,,,,,,
COK1987,,,,,,
COK1988,,,,,,
COK1989,,,,,,
COK1990,,,,,,
COK1991,,,,,,
COK1992,,,,,,
COK1993,,,,,,
COK1994,,,,,,
COK1995,,,,,,
COK1996,,,,,,
COK1997,,,,,,
COK1998,,,,,,
COK1999,,,,,,
COK2000,,,,,,
COK2001,,,,,,
COK2002,,,,,,
COK2003,,,,,,
COK2004,,,,,,
COK2005,,,,,,
COK2006,,,,,,
COK2007,,,,,,
COK2008,,,,,,
COK2009,,,,,,
COK2010,,,,,,
COK2011,,,,,,
COK2012,,,,,,
COK2013,,,,,,
COK2014,,,,,,
COK2015,,,,,,
COK2016,,,,,,
COK2017,,,,,,
COK2018,,,,,,
COK2019,,,,,,
COK2020,,,,,,
COK2021,,,,,,
COK2022,,,,,,
CRI1980,0.038168425,26.19966656,,,,
CRI1981,0.032027962,31.22271694,,,,
CRI1982,0.032508312,30.76136364,,,,
CRI1983,0.031640938,31.60462524,,,,
CRI1984,0.029534964,33.85817516,,,,
CRI1985,0.031568914,31.67673087,,,,
CRI1986,0.031082767,32.17216801,,,,
CRI1987,0.031819629,31.42714171,,,,
CRI1988,0.031655127,31.59045912,,,,
CRI1989,0.031309725,31.93895816,,,,
CRI1990,0.031778068,31.46824408,,,,
CRI1991,0.031863366,31.38400341,,,,
CRI1992,0.032105245,31.14755897,,,,
CRI1993,0.032047077,31.20409392,,,,
CRI1994,0.033070059,30.23883335,,,,
CRI1995,0.033935145,29.46797465,,,,
CRI1996,0.035269109,28.35342372,,,,
CRI1997,0.03639579,27.47570541,,,,
CRI1998,0.037879504,26.39950101,0.036467908,27.42137005,0.021136613,47.31127068
CRI1999,0.041789511,23.92944944,0.038872349,25.72522663,0.022069293,45.31182796
CRI2000,0.043745437,22.85952693,0.039003896,25.63846467,0.023393639,42.74666311
CRI2001,0.045163625,22.14171252,0.038123328,26.23065858,0.027985587,35.73267974
CRI2002,0.048328172,20.6918648,0.041760793,23.94590561,0.027974699,35.74658703
CRI2003,,,,,,
CRI2004,0.050933423,19.63347347,,,,
CRI2005,0.052411866,19.07964881,,,,
CRI2006,0.057909189,17.26841669,0.058462576,17.10495963,0.036782428,27.18689513
CRI2007,0.058319999,17.14677666,0.058723853,17.02885532,0.037563946,26.62127128
CRI2008,0.060792988,16.44926559,0.068162668,14.67078725,0.043968513,22.74354839
CRI2009,0.063545695,15.73670728,0.071922703,13.90381567,0.047529129,21.03972929
CRI2010,0.065483622,15.27099407,0.07528113,13.28354126,0.050451359,19.82107143
CRI2011,0.066824854,14.96449218,0.080702415,12.39120298,0.053418959,18.71994551
CRI2012,,,,,,
CRI2013,0.084185458,11.8785361,0.092002141,10.86931227,0.06746689,14.82208533
CRI2014,0.084504362,11.83370868,0.092370908,10.82591932,0.071307793,14.02371262
CRI2015,0.08780005,11.38951511,0.094667419,10.56329631,0.07857129,12.7272951
CRI2016,0.093300289,10.71808042,0.10394945,9.62006052,0.09151615,10.92703306
CRI2017,0.095313952,10.49164349,0.100770347,9.923554197,0.091137755,10.97240104
CRI2018,0.092828388,10.77256673,0.109657726,9.119284464,0.102759997,9.731413262
CRI2019,0.099852278,10.01479401,0.104387774,9.579665888,0.108484975,9.217866324
CRI2020,0.100574605,9.942867751,0.106847875,9.359100492,0.117989533,8.475328068
CRI2021,0.058003559,17.24032129,,,,
CRI2022,,,,,,
CIV1980,0.019946796,50.13336584,,,,
CIV1981,0.020446563,48.9079743,,,,
CIV1982,0.021820079,45.82934775,,,,
CIV1983,0.021761835,45.95200818,,,,
CIV1984,0.021410713,46.70559018,,,,
CIV1985,0.020328074,49.19305139,,,,
CIV1986,0.020130736,49.67528358,,,,
CIV1987,0.019860628,50.35087568,,,,
CIV1988,0.01975165,50.62868239,,,,
CIV1989,0.019400351,51.54545949,,,,
CIV1990,0.019770173,50.5812458,,,,
CIV1991,0.01933964,51.70727142,,,,
CIV1992,0.018732392,53.38346519,,,,
CIV1993,0.019075405,52.42352741,,,,
CIV1994,0.017886878,55.90690585,,,,
CIV1995,0.01580162,63.2846525,,,,
CIV1996,0.017314773,57.75415135,,,,
CIV1997,,,,,,
CIV1998,0.017419521,57.40685936,,,,
CIV1999,0.017457008,57.28358409,0.008790846,113.754695,0.007288722,137.1982592
CIV2000,0.016434312,60.84830459,,,,
CIV2001,0.016521961,60.52550423,,,,
CIV2002,0.017426921,57.38248284,,,,
CIV2003,0.016966326,58.94027904,,,,
CIV2004,,,,,,
CIV2005,,,,,,
CIV2006,0.01485849,67.30158938,,,,
CIV2007,0.016823383,59.44107522,,,,
CIV2008,0.017364149,57.5899232,,,,
CIV2009,0.017050888,58.64797172,,,,
CIV2010,,,,,,
CIV2011,0.016315059,61.29306527,,,,
CIV2012,0.019832808,50.42150366,,,,
CIV2013,0.02048512,48.81592053,,,,
CIV2014,0.020410728,48.99384228,,,,
CIV2015,0.021559561,46.38313268,,,,
CIV2016,0.022561035,44.32420778,,,,
CIV2017,0.023185538,43.13033405,,,,
CIV2018,0.023862808,41.90621616,,,,
CIV2019,0.024116215,41.4658771,,,,
CIV2020,0.024759144,40.38911807,,,,
CIV2021,0.023994957,41.67542364,,,,
CIV2022,0.023758986,42.08933805,,,,
HRV1980,,,,,,
HRV1981,,,,,,
HRV1982,,,,,,
HRV1983,,,,,,
HRV1984,,,,,,
HRV1985,,,,,,
HRV1986,,,,,,
HRV1987,,,,,,
HRV1988,,,,,,
HRV1989,,,,,,
HRV1990,,,,,,
HRV1991,,,,,,
HRV1992,,,,,,
HRV1993,,,,,,
HRV1994,,,,,,
HRV1995,,,,,,
HRV1996,0.04405991,22.69636964,0.054796598,18.24930827,0.061581212,16.23871916
HRV1997,0.046061332,21.71018398,0.057180672,17.48842689,0.066066352,15.13629808
HRV1998,0.04582613,21.82161119,0.064236858,15.56738664,0.067877962,14.73232204
HRV1999,0.048478176,20.62783876,0.0646293,15.47285825,0.07215765,13.85854452
HRV2000,0.050630192,19.75106082,0.068901778,14.51341351,0.075394537,13.26356043
HRV2001,0.053134103,18.82030447,0.071295064,14.02621655,0.07991316,12.51358344
HRV2002,0.055629303,17.97613742,0.074820015,13.3654076,0.082485181,12.1233898
HRV2003,0.057406632,17.4195901,0.079022277,12.6546594,0.083422464,11.98717884
HRV2004,,,,,0.085833772,11.65042595
HRV2005,0.058968188,16.95829612,0.087987524,11.36524762,0.095316141,10.49140251
HRV2006,0.059026413,16.94156811,0.093433452,10.70280478,0.104729459,9.54841182
HRV2007,0.05853746,17.083078,0.095604846,10.45972085,0.111179903,8.994431285
HRV2008,0.058546756,17.08036578,0.09776387,10.22872768,0.117890472,8.482449681
HRV2009,0.062080121,16.10821592,0.11154384,8.965084966,0.127990148,7.813101363
HRV2010,0.06449452,15.50519326,0.112727737,8.870931181,0.132565662,7.543431583
HRV2011,0.067627501,14.78688385,0.113381688,8.819766397,0.134871679,7.414455022
HRV2012,0.070477361,14.18895349,0.116555243,8.579622642,0.13696293,7.301245667
HRV2013,0.07269787,13.75556126,0.121438623,8.234612504,0.136273749,7.338170442
HRV2014,0.073734716,13.5621327,0.127803018,7.824541335,0.118881757,8.411719582
HRV2015,0.073404783,13.62309056,0.136991851,7.299704296,0.143052683,6.990431639
HRV2016,0.072708267,13.75359428,0.145457278,6.874870868,0.148024171,6.75565342
HRV2017,,,,,,
HRV2018,0.072785976,13.73891032,0.151467069,6.602095118,0.162950365,6.136838036
HRV2019,0.073403191,13.62338594,0.149616559,6.683752177,0.171399224,5.834332116
HRV2020,0.074895353,13.35196327,0.151432296,6.603611144,0.177659406,5.628747858
HRV2021,,,,,,
HRV2022,,,,,,
CUB1980,0.0616853,16.21131775,,,,
CUB1981,0.060412864,16.55276591,,,,
CUB1982,0.060662217,16.48472561,,,,
CUB1983,0.063013995,15.86949063,,,,
CUB1984,0.066606573,15.01353328,,,,
CUB1985,0.068376788,14.62484612,,,,
CUB1986,0.07213215,13.86344361,,,,
CUB1987,0.076352704,13.09711317,,,,
CUB1988,0.079571905,12.56724964,,,,
CUB1989,0.081574353,12.25875492,,,,
CUB1990,0.080446328,12.4306481,,,,
CUB1991,0.077990761,12.82203151,,,,
CUB1992,0.080426959,12.43364177,,,,
CUB1993,0.080640243,12.40075629,,,,
CUB1994,0.078562524,12.72871524,,,,
CUB1995,0.074294912,13.45987201,,,,
CUB1996,0.088133056,11.34648043,0.083653861,11.95402083,0.084905031,11.77786514
CUB1997,0.088218187,11.33553114,0.081934441,12.20487975,0.075932199,13.16964367
CUB1998,0.086175085,11.60428212,0.087145626,11.47504526,0.052716084,18.96954248
CUB1999,0.087017407,11.49195352,0.081325456,12.2962729,0.057594725,17.36270127
CUB2000,0.089252145,11.20421249,0.077914193,12.83463212,0.059462251,16.81739229
CUB2001,0.095892569,10.42833678,0.083463976,11.98121693,0.064028624,15.61801473
CUB2002,,,0.081055684,12.33719776,0.070294303,14.22590397
CUB2003,0.095347463,10.48795605,0.075944716,13.16747299,0.080776415,12.37985128
CUB2004,0.099302956,10.07019368,0.086574752,11.55071172,0.078328881,12.76668305
CUB2005,0.098087438,10.19498543,0.096458753,10.36712547,0.073015072,13.69580247
CUB2006,0.100562798,9.944035164,0.101665289,9.8361989,0.081594794,12.25568384
CUB2007,0.103347357,9.676106195,0.103353024,9.675575613,0.095540674,10.46674639
CUB2008,0.103413511,9.669916296,0.103244682,9.685728868,0.093497355,10.69548974
CUB2009,0.106823438,9.361241523,0.099491752,10.05108448,0.093694997,10.67292844
CUB2010,0.111144293,8.997313037,0.092978284,10.75519953,0.101990476,9.804837084
CUB2011,0.111330981,8.982225742,0.091354906,10.94631959,0.111431367,8.974133815
CUB2012,0.111346136,8.981003168,0.103344489,9.676374759,0.110678962,9.035140772
CUB2013,0.109404032,9.140430976,0.107304255,9.319294894,0.111725413,8.950515168
CUB2014,0.110357128,9.061489865,0.111068973,9.003414508,0.107459946,9.305792871
CUB2015,0.111794166,8.945010621,0.105709637,9.459875472,0.110763036,9.02828266
CUB2016,0.113859255,8.782773094,0.103145635,9.695029773,0.110786557,9.026365866
CUB2017,0.1138061,8.786875188,0.103735665,9.63988611,0.109899516,9.099221109
CUB2018,0.111245988,8.989088258,0.101161415,9.885191909,0.108629835,9.205574121
CUB2019,0.110331434,9.063600114,0.097090986,10.29961732,0.109729225,9.113342402
CUB2020,0.11491651,8.701969774,0.101109036,9.890312853,0.116545098,8.580369433
CUB2021,0.118557116,8.434753074,0.109329325,9.146676795,0.123822555,8.076073044
CUB2022,,,,,,
CUW1980,,,,,,
CUW1981,,,,,,
CUW1982,,,,,,
CUW1983,,,,,,
CUW1984,,,,,,
CUW1985,,,,,,
CUW1986,,,,,,
CUW1987,,,,,,
CUW1988,,,,,,
CUW1989,,,,,,
CUW1990,,,,,,
CUW1991,,,,,,
CUW1992,,,,,,
CUW1993,,,,,,
CUW1994,,,,,,
CUW1995,,,,,,
CUW1996,,,,,,
CUW1997,,,,,,
CUW1998,,,,,,
CUW1999,,,,,,
CUW2000,,,,,,
CUW2001,,,,,,
CUW2002,,,,,,
CUW2003,,,,,,
CUW2004,,,,,,
CUW2005,,,,,,
CUW2006,,,,,,
CUW2007,,,,,,
CUW2008,,,,,,
CUW2009,,,,,,
CUW2010,,,,,,
CUW2011,,,,,,
CUW2012,,,,,,
CUW2013,,,,,,
CUW2014,,,,,,
CUW2015,,,,,,
CUW2016,,,,,,
CUW2017,,,,,,
CUW2018,,,,,,
CUW2019,,,,,,
CUW2020,,,,,,
CUW2021,,,,,,
CUW2022,,,,,,
CYP1980,0.032578113,30.69545455,,,,
CYP1981,0.033377979,29.95987232,,,,
CYP1982,0.033682955,29.68860645,,,,
CYP1983,0.033948825,29.45610086,,,,
CYP1984,0.033843294,29.54795137,,,,
CYP1985,0.033404633,29.9359673,,,,
CYP1986,0.033834018,29.55605181,,,,
CYP1987,0.035575071,28.10957179,,,,
CYP1988,0.037496176,26.66938617,,,,
CYP1989,0.038053807,26.27857936,,,,
CYP1990,0.038531837,25.952565,,,,
CYP1991,0.039955735,25.02769632,,,,
CYP1992,0.041670894,23.99756543,,,,
CYP1993,0.053604552,18.65513196,,,,
CYP1994,0.053656265,18.63715278,,,,
CYP1995,0.054311181,18.41241497,,,,
CYP1996,0.053271605,18.77172654,,,,
CYP1997,0.064750751,15.44383627,,,,
CYP1998,,,,,,
CYP1999,0.053338793,18.74808075,,,,
CYP2000,0.054573231,18.32400222,,,,
CYP2001,0.056209468,17.79059714,0.064004768,15.62383613,0.082373782,12.13978495
CYP2002,0.051390253,19.45894297,0.078617418,12.71982759,0.080913794,12.35883222
CYP2003,0.051531666,19.40554384,0.079919409,12.51260504,0.082087969,12.18205318
CYP2004,0.055514211,18.01340559,0.086135166,11.60966011,0.087545395,11.42264536
CYP2005,0.056894905,17.57626628,0.083553026,11.96844747,0.087460485,11.43373494
CYP2006,0.062193491,16.07885305,0.085312724,11.72158097,0.089692662,11.14918415
CYP2007,0.06556127,15.25290776,0.088503513,11.29898649,0.094735562,10.55569823
CYP2008,0.07005477,14.27454545,0.09704916,10.30405621,0.095302887,10.49286158
CYP2009,0.073989508,13.51542974,0.101844784,9.81886321,0.096854426,10.32477341
CYP2010,0.073892082,13.53324969,0.098648144,10.13703821,0.089532745,11.16909795
CYP2011,0.075289432,13.28207664,0.097724359,10.23286323,0.093475585,10.69798068
CYP2012,0.072724588,13.75050761,0.101065081,9.894614362,0.096505729,10.36207915
CYP2013,0.073379091,13.6278602,0.105842092,9.448036952,0.100512048,9.949056038
CYP2014,0.074034675,13.50718427,0.104012424,9.614236111,0.100738279,9.926713198
CYP2015,0.083339489,11.99911367,0.094671951,10.5627907,0.097915834,10.21285277
CYP2016,0.0830593,12.03959104,0.122896691,8.136915604,0.12604156,7.933890988
CYP2017,0.082485956,12.12327586,0.112094844,8.921016949,0.128622179,7.774708909
CYP2018,0.08367718,11.95068951,0.116645317,8.572997416,0.131553827,7.601451223
