countryyearcode,INVPRIMARYTEACHERS,PRIMARYTEACHERS,INVLOWERTEACHERS,LOWERTEACHERS,INVUPPERTEACHERS,
MDA1981,,,,,,
MDA1982,,,,,,
MDA1983,,,,,,
MDA1984,,,,,,
MDA1985,,,,,,
MDA1986,,,,,,
MDA1987,,,,,,
MDA1988,,,,,,
MDA1989,,,,,,
MDA1990,,,,,,
MDA1991,,,,,,
MDA1992,,,,,,
MDA1993,,,,,,
MDA1994,,,,,,
MDA1995,,,,,,
MDA1996,,,,,,
MDA1997,,,,,,
MDA1998,,,,,,
MDA1999,,,,,,
MDA2000,,,,,,
MDA2001,,,,,,
MDA2002,,,,,,
MDA2003,,,,,,
MDA2004,,,,,,
MDA2005,,,,,,
MDA2006,,,,,,
MDA2007,,,,,,
MDA2008,,,,,,
MDA2009,,,,,,
MDA2010,,,,,,
MDA2011,,,,,,
MDA2012,,,,,,
MDA2013,,,,,,
MDA2014,0.063918966,15.64480874,0.110060964,9.085873521,0.11400148,8.771815969
MDA2015,0.060544104,16.51688508,0.11471177,8.717501279,0.107425858,9.308745763
MDA2016,0.059917465,16.68962467,0.117244211,8.529205739,0.109321752,9.147310425
MDA2017,0.058557755,17.07715736,0.111662281,8.955575594,0.068435526,14.61229352
MDA2018,0.05755867,17.37357718,0.109836077,9.104476702,0.075348773,13.27161625
MDA2019,0.058350916,17.13769142,0.104737723,9.547658437,0.07238156,13.81567347
MDA2020,0.059119017,16.91503099,0.102410595,9.764614689,0.072552448,13.78313253
MDA2021,0.059505209,16.80525135,0.098903194,10.11089688,0.071520642,13.98197734
MDA2022,,,,,,
REU1980,,,,,,
REU1981,,,,,,
REU1982,,,,,,
REU1983,,,,,,
REU1984,,,,,,
REU1985,,,,,,
REU1986,,,,,,
REU1987,,,,,,
REU1988,,,,,,
REU1989,,,,,,
REU1990,,,,,,
REU1991,,,,,,
REU1992,,,,,,
REU1993,,,,,,
REU1994,,,,,,
REU1995,,,,,,
REU1996,,,,,,
REU1997,,,,,,
REU1998,,,,,,
REU1999,,,,,,
REU2000,,,,,,
REU2001,,,,,,
REU2002,,,,,,
REU2003,,,,,,
REU2004,,,,,,
REU2005,,,,,,
REU2006,,,,,,
REU2007,,,,,,
REU2008,,,,,,
REU2009,,,,,,
REU2010,,,,,,
REU2011,,,,,,
REU2012,,,,,,
REU2013,,,,,,
REU2014,,,,,,
REU2015,,,,,,
REU2016,,,,,,
REU2017,,,,,,
REU2018,,,,,,
REU2019,,,,,,
REU2020,,,,,,
REU2021,,,,,,
REU2022,,,,,,
ROU1980,,,,,,
ROU1981,0.036193646,27.62915888,,,,
ROU1982,,,,,,
ROU1983,,,,,,
ROU1984,,,,,,
ROU1985,,,,,,
ROU1986,0.034874061,28.67460708,,,,
ROU1987,0.034369847,29.09527022,,,,
ROU1988,0.033962517,29.44422509,,,,
ROU1989,0.036295114,27.5519176,,,,
ROU1990,,,,,,
ROU1991,0.03930338,25.44310466,,,,
ROU1992,0.04076901,24.52843444,,,,
ROU1993,0.04180102,23.92286105,,,,
ROU1994,0.042641322,23.45143054,,,,
ROU1995,0.044438579,22.50296966,,,,
ROU1996,0.048618822,20.56816613,0.074769195,13.37449201,0.044316645,22.56488528
ROU1997,0.049692316,20.12383578,0.076143975,13.13301543,0.047134023,21.21609707
ROU1998,0.049845229,20.06210079,0.074529873,13.41743867,0.048876288,20.45981899
ROU1999,0.050468149,19.81447759,0.074176558,13.48134804,0.052358635,19.09904657
ROU2000,0.051148418,19.55094681,0.070976495,14.08917135,0.052695761,18.97685836
ROU2001,0.05353068,18.68087611,0.070530756,14.17821182,0.051414664,19.44970397
ROU2002,0.05754507,17.3776832,0.075386979,13.26489022,0.052299761,19.12054619
ROU2003,0.059855906,16.70678909,0.073571453,13.59222853,0.048598739,20.57666552
ROU2004,0.063978223,15.63031841,0.076214444,13.1208725,0.045612635,21.92374977
ROU2005,0.064578553,15.48501725,0.084191663,11.87766066,0.047949464,20.85529044
ROU2006,0.062985187,15.87674889,0.087976854,11.36662607,0.048894444,20.45222164
ROU2007,0.06313958,15.837926,0.091296152,10.95336415,0.052271567,19.13085935
ROU2008,0.062745793,15.93732356,0.092900366,10.76422023,0.057573999,17.36895158
ROU2009,0.063085347,15.85154155,0.09450842,10.58106781,0.06206741,16.11151484
ROU2010,0.06204318,16.11780686,0.093515813,10.69337866,0.064456908,15.51424086
ROU2011,0.057352131,17.43614382,0.08805311,11.35678223,0.064239564,15.56673085
ROU2012,0.056141564,17.81211515,0.087003953,11.49373066,0.066320952,15.07819124
ROU2013,0.049255515,20.30229526,0.086347628,11.58109404,0.064934181,15.40020968
ROU2014,0.048824392,20.48156596,0.089324545,11.19513116,0.065207466,15.33566728
ROU2015,0.047163399,21.20288235,0.089339463,11.19326178,0.064982893,15.38866534
ROU2016,0.044965603,22.23922125,0.085407418,11.70858488,0.065492878,15.26883571
ROU2017,0.044040186,22.70653419,0.084505206,11.83359048,0.066807228,14.96844015
ROU2018,0.045079944,22.18281394,0.082884388,12.06499824,0.068118816,14.68023172
ROU2019,0.045240562,22.10405765,0.080089035,12.48610368,0.069416223,14.40585442
ROU2020,0.046042308,21.71915468,0.079609147,12.56137065,0.069402635,14.40867493
ROU2021,,,,,,
ROU2022,,,,,,
RUS1980,,,,,,
RUS1981,0.036845125,27.14063256,,,,
RUS1982,,,,,,
RUS1983,,,,,,
RUS1984,,,,,,
RUS1985,,,,,,
RUS1986,0.039568007,25.27294355,,,,
RUS1987,,,,,,
RUS1988,,,,,,
RUS1989,0.046133679,21.67613816,,,,
RUS1990,0.047455587,21.07233438,,,,
RUS1991,0.049388555,20.24760588,,,,
RUS1992,0.05180953,19.30146832,,,,
RUS1993,0.054059701,18.49806753,,,,
RUS1994,0.054710142,18.27814684,,,,
RUS1995,,,,,,
RUS1996,,,,,,
RUS1997,,,,,,
RUS1998,,,,,,
RUS1999,0.05601868,17.85118833,,,,
RUS2000,0.058448807,17.10898907,,,,
RUS2001,0.062415273,16.0217195,,,,
RUS2002,0.067198984,14.88117748,,,,
RUS2003,0.072777395,13.74053035,,,,
RUS2004,,,,,,
RUS2005,0.056867907,17.58461058,,,,
RUS2006,0.05540307,18.04954117,,,,
RUS2007,0.055885233,17.89381456,,,,
RUS2008,0.055932018,17.87884715,,,,
RUS2009,0.055008446,18.17902664,,,,
RUS2010,,,,,,
RUS2011,,,,,,
RUS2012,0.051565807,19.39269564,,,,
RUS2013,0.050315961,19.87440927,,,,
RUS2014,0.049320588,20.27550847,,,,
RUS2015,0.049182959,20.33224577,,,,
RUS2016,0.048409661,20.65703385,,,,
RUS2017,0.048254058,20.7236457,,,,
RUS2018,0.04859042,20.58018825,,,,
RUS2019,0.046168403,21.65983529,,,,
RUS2020,0.045753737,21.85613834,,,,
RUS2021,,,,,,
RUS2022,,,,,,
RWA1980,0.012373414,80.81843631,,,,
RWA1981,0.014204949,70.39800201,,,,
RWA1982,0.014942027,66.92532393,,,,
RWA1983,0.014925816,66.99801325,,,,
RWA1984,0.014814169,67.50294222,,,,
RWA1985,0.014409923,69.39662359,,,,
RWA1986,0.014184154,70.50120838,,,,
RWA1987,0.014394216,69.47234893,,,,
RWA1988,0.014383424,69.52447717,,,,
RWA1989,0.014412645,69.38351654,,,,
RWA1990,0.014379911,69.54145973,,,,
RWA1991,0.014668437,68.1735912,,,,
RWA1992,0.014819041,67.48075197,,,,
RWA1993,,,,,,
RWA1994,,,,,,
RWA1995,,,,,,
RWA1996,,,,,,
RWA1997,0.01933732,51.71347371,,,,
RWA1998,0.020178826,49.5568977,,,,
RWA1999,0.019841519,50.39936789,,,,
RWA2000,0.020755335,48.18038417,,,,
RWA2001,0.021378288,46.77643041,,,,
RWA2002,0.019172285,52.15862281,,,,
RWA2003,0.020085477,49.78721769,,,,
RWA2004,0.020743062,48.20889078,,,,
RWA2005,0.019377718,51.6056636,,,,
RWA2006,0.021627624,46.23716421,,,,
RWA2007,0.02142763,46.66871798,,,,
RWA2008,0.021813816,45.84250727,,,,
RWA2009,0.021855438,45.75520236,0.015350354,65.14507772,0.007593754,131.6871816
RWA2010,0.022939237,43.59342945,,,,
RWA2011,0.025425445,39.33067818,,,,
RWA2012,0.02489367,40.17085427,,,,
RWA2013,0.024124794,41.45113175,,,,
RWA2014,0.024101398,41.49136989,,,,
RWA2015,0.023931568,41.78581121,,,,
RWA2016,0.024168034,41.37696864,,,,
RWA2017,0.023795936,42.02398305,0.020135183,49.66431095,0.018516584,54.00564245
RWA2018,0.022356696,44.7293276,0.016626222,60.14595604,,
RWA2019,0.022932469,43.60629473,,,0.01911485,52.31534693
RWA2020,,,,,,
RWA2021,0.031277373,31.9719942,0.013186732,75.83380306,0.020788003,48.10466979
RWA2022,,,,,,
SHN1980,,,,,,
SHN1981,,,,,,
SHN1982,,,,,,
SHN1983,,,,,,
SHN1984,,,,,,
SHN1985,,,,,,
SHN1986,,,,,,
SHN1987,,,,,,
SHN1988,,,,,,
SHN1989,,,,,,
SHN1990,,,,,,
SHN1991,,,,,,
SHN1992,,,,,,
SHN1993,,,,,,
SHN1994,,,,,,
SHN1995,,,,,,
SHN1996,,,,,,
SHN1997,,,,,,
SHN1998,,,,,,
SHN1999,,,,,,
SHN2000,,,,,,
SHN2001,,,,,,
SHN2002,,,,,,
SHN2003,,,,,,
SHN2004,,,,,,
SHN2005,,,,,,
SHN2006,,,,,,
SHN2007,,,,,,
SHN2008,,,,,,
SHN2009,,,,,,
SHN2010,,,,,,
SHN2011,,,,,,
SHN2012,,,,,,
SHN2013,,,,,,
SHN2014,,,,,,
SHN2015,,,,,,
SHN2016,,,,,,
SHN2017,,,,,,
SHN2018,,,,,,
SHN2019,,,,,,
SHN2020,,,,,,
SHN2021,,,,,,
SHN2022,,,,,,
KNA1980,0.042435897,23.56495468,,,,
KNA1981,,,,,,
KNA1982,,,,,,
KNA1983,,,,,,
KNA1984,0.049193882,20.32773109,,,,
KNA1985,0.047070258,21.24483776,,,,
KNA1986,0.049398265,20.24362606,,,,
KNA1987,0.038147139,26.21428571,,,,
KNA1988,0.038495316,25.97718631,,,,
KNA1989,0.049226651,20.3141994,,,,
KNA1990,0.052045728,19.21387283,,,,
KNA1991,0.054950045,18.19834711,,,,
KNA1992,0.054137664,18.47142857,,,,
KNA1993,,,,,,
KNA1994,0.060460653,16.53968254,,,,
KNA1995,0.059595142,16.7798913,,,,
KNA1996,,,,,,
KNA1997,,,,,,
KNA1998,0.053360013,18.740625,,,,
KNA1999,,,,,,
KNA2000,0.059126391,16.91292135,,,,
KNA2001,0.058359362,17.13521127,,,,
KNA2002,0.063970832,15.63212435,0.108043217,9.255555556,0.089369159,11.18954248
KNA2003,0.061786434,16.18478261,0.105976096,9.436090226,0.088355764,11.31788079
KNA2004,0.062542604,15.98910082,0.108183633,9.243542435,0.088443396,11.30666667
KNA2005,0.062154696,16.08888889,0.099595142,10.04065041,0.089827484,11.13245033
KNA2006,,,,,,
KNA2007,0.064583333,15.48387097,0.123904881,8.070707071,0.09135201,10.94666667
KNA2008,0.070092641,14.26683292,0.1096801,9.117424242,0.094678218,10.5620915
KNA2009,0.078629748,12.71783296,0.120888158,8.272108844,0.092220828,10.84353741
KNA2010,0.080370102,12.44243792,0.119724026,8.352542373,0.106851037,9.358823529
KNA2011,0.085379464,11.7124183,0.100240577,9.976,0.135572139,7.376146789
KNA2012,0.073263559,13.64935065,0.096115338,10.40416667,0.127685697,7.831730769
KNA2013,0.074612403,13.4025974,,,,
KNA2014,0.078720063,12.7032419,,,,
KNA2015,0.071725778,13.94198895,,,,
KNA2016,0.078380535,12.75826972,,,,
KNA2017,,,,,,
KNA2018,,,,,,
KNA2019,,,,,,
KNA2020,,,,,,
KNA2021,0.086394832,11.57476636,,,,
KNA2022,,,,,,
LCA1980,0.037849566,26.42038217,,,,
LCA1981,0.038545191,25.94357367,,,,
LCA1982,0.041213602,24.26383399,,,,
LCA1983,0.040332487,24.79390863,,,,
LCA1984,0.044368042,22.53874539,,,,
LCA1985,0.04504028,22.20234869,,,,
LCA1986,0.043637535,22.91605166,,,,
LCA1987,0.045292161,22.07887579,,,,
LCA1988,0.044604377,22.41932458,,,,
LCA1989,0.045935046,21.76987061,,,,
LCA1990,0.048566913,20.59014952,,,,
LCA1991,0.047865789,20.891748,,,,
LCA1992,0.049814409,20.07451312,,,,
LCA1993,0.050484297,19.80813953,,,,
LCA1994,0.048955423,20.42674617,,,,
LCA1995,0.047364274,21.11295972,,,,
LCA1996,0.048649763,20.55508475,,,,
LCA1997,0.049817391,20.07331137,,,,
LCA1998,0.048017981,20.82553191,,,,
LCA1999,0.047626815,20.99657534,0.039100108,25.57537688,0.041937481,23.84501845
LCA2000,0.044545158,22.44912924,0.038816109,25.7625,0.046009956,21.73442623
LCA2001,0.043210384,23.14258555,,,,
LCA2002,0.045284742,22.08249313,,,,
LCA2003,0.046430375,21.53762466,,,,
LCA2004,0.044958253,22.24285714,,,,
LCA2005,0.046845667,21.34669152,,,,
LCA2006,0.045604641,21.92759295,,,,
LCA2007,0.044236476,22.60577915,,,,
LCA2008,,,,,,
LCA2009,,,0.063239175,15.812983,0.05121916,19.52394366
LCA2010,,,0.061414823,16.28271405,0.057343057,17.43890274
LCA2011,,,0.060431218,16.54773869,0.060798156,16.4478673
LCA2012,,,0.062785388,15.92727273,0.061904063,16.15402844
LCA2013,,,0.078555353,12.72987722,0.063033388,15.86460808
LCA2014,,,0.071778322,13.93178295,0.064199048,15.57655502
LCA2015,0.065416065,15.28676471,0.080413089,12.43578644,0.068610363,14.57505774
LCA2016,0.067360724,14.84544618,,,,
LCA2017,0.066967406,14.93263757,0.078900709,12.6741573,0.076384142,13.0917226
LCA2018,0.069609617,14.36583101,0.080137077,12.47861842,0.080228205,12.46444444
LCA2019,0.070492338,14.18593895,0.083994528,11.90553746,0.080461911,12.42824074
LCA2020,0.070341584,14.21634169,0.089128584,11.21974522,0.084255484,11.86866359
LCA2021,,,,,,
LCA2022,,,,,,
SPM1980,,,,,,
SPM1981,,,,,,
SPM1982,,,,,,
SPM1983,,,,,,
SPM1984,,,,,,
SPM1985,,,,,,
SPM1986,,,,,,
SPM1987,,,,,,
SPM1988,,,,,,
SPM1989,,,,,,
SPM1990,,,,,,
SPM1991,,,,,,
SPM1992,,,,,,
SPM1993,,,,,,
SPM1994,,,,,,
SPM1995,,,,,,
SPM1996,,,,,,
SPM1997,,,,,,
SPM1998,,,,,,
SPM1999,,,,,,
SPM2000,,,,,,
SPM2001,,,,,,
SPM2002,,,,,,
SPM2003,,,,,,
SPM2004,,,,,,
SPM2005,,,,,,
SPM2006,,,,,,
SPM2007,,,,,,
SPM2008,,,,,,
SPM2009,,,,,,
SPM2010,,,,,,
SPM2011,,,,,,
SPM2012,,,,,,
SPM2013,,,,,,
SPM2014,,,,,,
SPM2015,,,,,,
SPM2016,,,,,,
SPM2017,,,,,,
SPM2018,,,,,,
SPM2019,,,,,,
SPM2020,,,,,,
SPM2021,,,,,,
SPM2022,,,,,,
VCT1980,,,,,,
VCT1981,,,,,,
VCT1982,0.057397712,17.4222973,,,,
VCT1983,,,,,,
VCT1984,,,,,,
VCT1985,,,,,,
VCT1986,,,,,,
VCT1987,0.065299766,15.31399046,,,,
VCT1988,,,,,,
VCT1989,,,,,,
VCT1990,,,,,,
VCT1991,0.05753805,17.3798034,,,,
VCT1992,,,,,,
VCT1993,,,,,,
VCT1994,0.05748758,17.39506173,,,,
VCT1995,,,,,,
VCT1996,,,,,,
VCT1997,,,,,,
VCT1998,0.060137354,16.6285998,,,,
VCT1999,0.060929724,16.4123506,,,,
VCT2000,0.063453025,15.75968992,,,,
VCT2001,0.062445578,16.01394422,0.041244573,24.24561404,0.025951557,38.53333333
VCT2002,0.06623311,15.09818875,0.044048321,22.70234114,0.026907808,37.16393443
VCT2003,0.06796925,14.71253534,0.046511628,21.5,0.028064661,35.632
VCT2004,0.066198465,15.10609037,0.063148399,15.83571429,0.035339717,28.29677419
VCT2005,,,,,,
VCT2006,,,,,,
VCT2007,0.063974218,15.63129689,,,,
VCT2008,0.064343917,15.54148472,0.055797327,17.92200557,0.056918314,17.56903766
VCT2009,0.063769588,15.6814562,0.085996241,11.6284153,0.080161751,12.47477745
VCT2010,0.067044596,14.91544532,0.06655129,15.02600473,0.060900474,16.42023346
VCT2011,0.064917565,15.4041514,,,,
VCT2012,0.071295017,14.02622577,,,,
VCT2013,0.073118633,13.67640449,,,,
VCT2014,0.070464274,14.19158879,,,,
VCT2015,0.073991586,13.51505017,,,,
VCT2016,0.07576769,13.19823789,,,,
VCT2017,0.076883867,13.00662983,,,,
VCT2018,0.078793607,12.69138495,,,,
VCT2019,0.078219533,12.78453039,,,,
VCT2020,0.080599082,12.40708915,,,,
VCT2021,,,,,,
VCT2022,,,,,,
BLM1980,,,,,,
BLM1981,,,,,,
BLM1982,,,,,,
BLM1983,,,,,,
BLM1984,,,,,,
BLM1985,,,,,,
BLM1986,,,,,,
BLM1987,,,,,,
BLM1988,,,,,,
BLM1989,,,,,,
BLM1990,,,,,,
BLM1991,,,,,,
BLM1992,,,,,,
BLM1993,,,,,,
BLM1994,,,,,,
BLM1995,,,,,,
BLM1996,,,,,,
BLM1997,,,,,,
BLM1998,,,,,,
BLM1999,,,,,,
BLM2000,,,,,,
BLM2001,,,,,,
BLM2002,,,,,,
BLM2003,,,,,,
BLM2004,,,,,,
BLM2005,,,,,,
BLM2006,,,,,,
BLM2007,,,,,,
BLM2008,,,,,,
BLM2009,,,,,,
BLM2010,,,,,,
BLM2011,,,,,,
BLM2012,,,,,,
BLM2013,,,,,,
BLM2014,,,,,,
BLM2015,,,,,,
BLM2016,,,,,,
BLM2017,,,,,,
BLM2018,,,,,,
BLM2019,,,,,,
BLM2020,,,,,,
BLM2021,,,,,,
BLM2022,,,,,,
MAF1980,,,,,,
MAF1981,,,,,,
MAF1982,,,,,,
MAF1983,,,,,,
MAF1984,,,,,,
MAF1985,,,,,,
MAF1986,,,,,,
MAF1987,,,,,,
MAF1988,,,,,,
MAF1989,,,,,,
MAF1990,,,,,,
MAF1991,,,,,,
MAF1992,,,,,,
MAF1993,,,,,,
MAF1994,,,,,,
MAF1995,,,,,,
MAF1996,,,,,,
MAF1997,,,,,,
MAF1998,,,,,,
MAF1999,,,,,,
MAF2000,,,,,,
MAF2001,,,,,,
MAF2002,,,,,,
MAF2003,,,,,,
MAF2004,,,,,,
MAF2005,,,,,,
MAF2006,,,,,,
MAF2007,,,,,,
MAF2008,,,,,,
MAF2009,,,,,,
MAF2010,,,,,,
MAF2011,,,,,,
MAF2012,,,,,,
MAF2013,,,,,,
MAF2014,,,,,,
MAF2015,,,,,,
MAF2016,,,,,,
MAF2017,,,,,,
MAF2018,,,,,,
MAF2019,,,,,,
MAF2020,,,,,,
MAF2021,,,,,,
MAF2022,,,,,,
WSM1980,0.04990976,20.03616134,,,,
WSM1981,0.045297883,22.07608696,,,,
WSM1982,0.051996154,19.23219178,,,,
WSM1983,0.054120275,18.47736352,,,,
WSM1984,,,,,,
WSM1985,,,,,,
WSM1986,0.056311259,17.75843812,,,,
WSM1987,,,,,,
WSM1988,,,,,,
WSM1989,,,,,,
WSM1990,,,,,,
WSM1991,,,,,,
WSM1992,,,,,,
WSM1993,,,,,,
WSM1994,,,,,,
WSM1995,0.054305806,18.41423729,0.039224788,25.49408284,0.018680938,53.53050398
WSM1996,0.054409006,18.37931034,,,,
WSM1997,,,,,,
WSM1998,,,,,,
WSM1999,0.040011261,24.99296394,0.037695336,26.52848101,0.040578651,24.64350064
WSM2000,0.040220576,24.86289632,0.040230561,24.85672515,0.035660131,28.04252199
WSM2001,0.040039834,24.97512864,0.039284054,25.4556213,0.03825079,26.14325069
WSM2002,0.038538229,25.94826048,0.037215161,26.87076923,0.03951464,25.3070761
WSM2003,,,,,0.040664466,24.59149485
WSM2004,,,,,0.042508135,23.52490887
WSM2005,,,,,0.040353535,24.78097622
WSM2006,,,,,0.033878911,29.51688693
WSM2007,0.032871231,30.42173913,0.039551821,25.28328612,0.039929277,25.04428044
WSM2008,,,,,,
WSM2009,0.033525556,29.82799145,0.040481277,24.70277778,0.040911069,24.44326241
WSM2010,0.036626489,27.30264447,0.046318156,21.58980583,0.038483768,25.98498123
WSM2011,,,,,,
WSM2012,0.052408339,19.08093278,,,0.046505906,21.5026455
WSM2013,0.050947532,19.62803609,,,0.049883009,20.04690619
WSM2014,0.047265222,21.15720524,,,0.04972962,20.10873984
WSM2015,0.046308301,21.59440057,,,0.050356,19.85860656
WSM2016,0.045823609,21.82281205,,,0.048614714,20.56990395
WSM2017,0.045923242,21.77546628,,,0.050736244,19.70977597
WSM2018,0.046915146,21.31507824,,,0.052176566,19.16569201
WSM2019,0.048539066,20.60196216,,,0.051372413,19.46570048
WSM2020,,,,,0.049597532,20.16229349
WSM2021,,,,,,
WSM2022,,,,,,
SMR1980,,,,,,
SMR1981,,,,,,
SMR1982,,,,,,
SMR1983,,,,,,
SMR1984,,,,,,
SMR1985,,,,,,
SMR1986,,,,,,
SMR1987,,,,,,
SMR1988,,,,,,
SMR1989,,,,,,
SMR1990,,,,,,
SMR1991,,,,,,
SMR1992,,,,,,
SMR1993,,,,,,
SMR1994,,,,,,
SMR1995,,,,,,
SMR1996,,,,,,
SMR1997,,,,,,
SMR1998,,,,,,
SMR1999,,,,,,
SMR2000,,,,,,
SMR2001,,,,,,
SMR2002,,,,,,
SMR2003,,,,,,
SMR2004,,,,,,
SMR2005,,,,,,
SMR2006,,,,,,
SMR2007,,,,,,
SMR2008,,,,,,
SMR2009,,,,,,
SMR2010,,,,,,
SMR2011,,,,,,
SMR2012,,,,,,
SMR2013,,,,,,
SMR2014,,,,,,
SMR2015,,,,,,
SMR2016,,,,,,
SMR2017,,,,,,
SMR2018,0.140240412,7.130612245,0.150793651,6.631578947,0.075460829,13.2519084
SMR2019,0.143109541,6.987654321,0.138287865,7.231292517,0.072170901,13.856
SMR2020,0.151351351,6.607142857,0.143385754,6.974193548,0.075927016,13.17054264
SMR2021,0.1525,6.557377049,0.137648131,7.264900662,0.068764569,14.54237288
SMR2022,,,,,,
STP1980,0.054444235,18.36741768,,,,
STP1981,0.055346386,18.06802721,,,,
STP1982,0.05712963,17.50405186,,,,
STP1983,0.056096472,17.82643312,,,,
STP1984,0.045377868,22.03717472,,,,
STP1985,0.040599969,24.63056093,,,,
STP1986,,,,,,
STP1987,0.040005576,24.99651568,,,,
STP1988,0.041361714,24.17694805,,,,
STP1989,,,,,,
STP1990,0.036127448,27.67978533,,,,
STP1991,,,,,,
STP1992,,,,,,
STP1993,,,,,,
STP1994,,,,,,
STP1995,,,,,,
STP1996,0.040722538,24.55642633,,,,
STP1997,,,,,,
STP1998,,,,,,
STP1999,0.027850452,35.90606061,,,,
STP2000,,,,,,
STP2001,,,,,,
STP2002,0.036931461,27.07718502,,,,
STP2003,,,0.02251383,44.41714286,,
STP2004,0.038862163,25.73196986,0.025344424,39.45641026,,
STP2005,0.040821376,24.4969697,,,,
STP2006,,,,,,
STP2007,,,,,,
STP2008,,,,,,
STP2009,0.045874494,21.79860573,,,,
STP2010,0.022829022,43.80389222,,,,
STP2011,0.038932403,25.68554522,0.041612903,24.03100775,0.007624002,131.1647059
STP2012,0.037549595,26.63144548,0.040736694,24.54789272,,
STP2013,0.034126642,29.30261969,,,,
STP2014,0.031758467,31.48766603,,,,
STP2015,0.027147044,36.83642312,,,,
STP2016,0.033028915,30.27650177,0.043013608,23.24845679,0.022395023,44.65277778
STP2017,0.03427373,29.17686505,0.054977521,18.18925234,,
STP2018,,,,,,
STP2019,,,,,,
STP2020,,,,,,
STP2021,,,,,,
STP2022,,,,,,
SAU1980,,,,,,
SAU1981,,,,,,
SAU1982,,,,,,
SAU1983,,,,,,
SAU1984,,,,,,
SAU1985,,,,,,
SAU1986,,,,,,
SAU1987,,,,,,
SAU1988,,,,,,
SAU1989,,,,,,
SAU1990,,,,,,
SAU1991,,,,,,
SAU1992,,,,,,
SAU1993,,,,,,
SAU1994,,,,,,
SAU1995,,,,,,
SAU1996,,,,,,
SAU1997,,,,,,
SAU1998,,,,,,
SAU1999,,,,,,
SAU2000,,,,,,
SAU2001,,,,,,
SAU2002,,,,,,
SAU2003,,,,,,
SAU2004,,,,,,
SAU2005,0.084433415,11.84365212,0.085182047,11.73956289,0.071222663,14.0404748
SAU2006,,,,,,
SAU2007,0.089461869,11.17794671,,,,
SAU2008,0.09552463,10.46850431,0.091207095,10.96405933,,
SAU2009,0.091558808,10.92194205,0.091593991,10.9177468,0.07543019,13.25729131
SAU2010,0.095588115,10.46155164,,,,
SAU2011,0.096835036,10.32684079,,,,
SAU2012,0.101092775,9.891903709,,,,
SAU2013,0.110415006,9.056740016,0.113850089,8.783480142,0.099342377,10.06619761
SAU2014,0.110636768,9.038586551,0.113435398,8.815590322,0.101535946,9.848728865
SAU2015,0.101320834,9.86963842,0.110292692,9.066783875,0.116704384,8.568658389
SAU2016,0.089842392,11.13060298,0.096134864,10.4020535,0.118628078,8.429707508
SAU2017,0.08134471,12.29336235,0.093136996,10.7368719,0.1002751,9.972565425
SAU2018,0.072218815,13.84680716,0.090883234,11.00312963,0.100336562,9.966456719
SAU2019,0.068650096,14.5666221,0.080396034,12.43842444,0.084582436,11.82278547
SAU2020,0.072510371,13.79113073,0.082072206,12.18439282,0.091731948,10.90132743
SAU2021,0.06898247,14.49643664,0.078649066,12.71470923,0.087126721,11.47753509
SAU2022,,,,,,
SEN1980,0.01008934,99.11451297,,,,
SEN1981,0.009770034,102.3537875,,,,
SEN1982,0.010866988,92.02182127,,,,
SEN1983,0.011241639,88.95500088,,,,
SEN1984,0.012304502,81.2710685,,,,
SEN1985,0.011290441,88.57049927,,,,
SEN1986,0.011605246,86.16792738,,,,
SEN1987,0.010744121,93.07416029,,,,
SEN1988,0.010324296,96.85890697,,,,
SEN1989,0.010658065,93.82566379,,,,
SEN1990,0.009490115,105.372797,,,,
SEN1991,0.010363432,96.49313125,,,,
SEN1992,0.009194614,108.759324,,,,
SEN1993,0.0091796,108.9372095,,,,
SEN1994,0.009415983,106.2024041,,,,
SEN1995,0.009260658,107.9836832,,,,
SEN1996,0.010156324,98.46081755,0.004088936,244.5623927,0.004621388,216.3851852
SEN1997,0.010976415,91.10442446,0.003954581,252.8713098,,
SEN1998,0.011944069,83.72356175,,,,
SEN1999,0.013563452,73.72754618,,,,
SEN2000,0.013603047,73.51293955,0.006243971,160.154492,0.00498852,200.4602524
SEN2001,0.01400938,71.38074782,0.006959475,143.6889938,0.005479049,182.5134237
SEN2002,0.014761046,67.74587486,0.006888536,145.1687225,0.005746082,174.0316277
SEN2003,0.016515267,60.55003399,,,,
SEN2004,0.018081706,55.30451492,0.009862316,101.3960606,0.004556555,219.4640582
SEN2005,0.019182114,52.13189635,,,,
SEN2006,0.020768219,48.15049293,,,,
SEN2007,0.024425413,40.94096656,,,,
SEN2008,0.023078618,43.3301513,0.01140673,87.66753987,,
SEN2009,0.024207624,41.30930062,,,,
SEN2010,0.024971889,40.0450277,,,,
SEN2011,0.026113183,38.29483401,,,,
SEN2012,0.026552989,37.66054296,,,,
SEN2013,0.026232105,38.12122589,,,,
SEN2014,0.026550516,37.66405152,,,,
SEN2015,0.026467401,37.78232717,,,,
SEN2016,,,,,,
SEN2017,,,,,,
SEN2018,,,,,,
SEN2019,0.024402225,40.97986899,,,,
SEN2020,0.024405939,40.97363312,0.01256802,79.56702786,0.031043578,32.21278134
SEN2021,0.0241797,41.35700539,0.014489693,69.01457234,0.026158365,38.22868835
SEN2022,,,,,,
SRB1980,,,,,,
SRB1981,,,,,,
SRB1982,,,,,,
SRB1983,,,,,,
SRB1984,,,,,,
SRB1985,,,,,,
SRB1986,,,,,,
